//公众号：外星人黑科技小屋

//更多分享资源，请访问  https://zy.alienzy.top/

//阿星，收集、整理、验证。23.10.4 可用


爱尚电信,#genre#
空中课堂六年级,http://cfss.cc/ds/bst/bst.php?cdn=ts-gitv-xj-yh.189smarthome.com&hf=2&vid=kkliunj/1300000&Bst.m3u8
空中课堂七年级,http://cfss.cc/ds/bst/bst.php?cdn=ts-gitv-xj-yh.189smarthome.com&hf=2&vid=kkqinj/1300000&Bst.m3u8
空中课堂八年级,http://cfss.cc/ds/bst/bst.php?cdn=ts-gitv-xj-yh.189smarthome.com&hf=2&vid=kkbanj/1300000&Bst.m3u8
空中课堂九年级,http://cfss.cc/ds/bst/bst.php?cdn=ts-gitv-xj-yh.189smarthome.com&hf=2&vid=kkjiunj/1300000&Bst.m3u8
空中课堂高一,http://cfss.cc/ds/bst/bst.php?cdn=ts-gitv-xj-yh.189smarthome.com&hf=2&vid=kkgaoyinj/1300000&Bst.m3u8
空中课堂高二,http://cfss.cc/ds/bst/bst.php?cdn=ts-gitv-xj-yh.189smarthome.com&hf=2&vid=kkgaoernj/1300000&Bst.m3u8
空中课堂高三,http://cfss.cc/ds/bst/bst.php?cdn=ts-gitv-xj-yh.189smarthome.com&hf=2&vid=kkgaosannj/1300000&Bst.m3u8

CCTV1,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv1hd8m/8000000&Bst.m3u8
CCTV2,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv2hd8m/8000000&Bst.m3u8
CCTV3,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv38m/8000000&Bst.m3u8
CCTV4,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv4hd8m/8000000&Bst.m3u8
CCTV5,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv58m/8000000&Bst.m3u8
CCTV5+,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv5hd8m/8000000&Bst.m3u8
CCTV5+2,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv5phd8m/8000000&Bst.m3u8
CCTV6,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv6hd8m/8000000&Bst.m3u8
CCTV7,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv7hd8m/8000000&Bst.m3u8
CCTV8,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv8hd8m/8000000&Bst.m3u8
CCTV9,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv9hd8m/8000000&Bst.m3u8
CCTV10,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv10hd8m/8000000&Bst.m3u8
CCTV11,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv11hd8m/8000000&Bst.m3u8
CCTV12,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv12hd8m/8000000&Bst.m3u8
CCTV13,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv13xwhd8m/8000000&Bst.m3u8
CCTV14,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctvsehd8m/8000000&Bst.m3u8
CCTV15,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv15hd8m/8000000&Bst.m3u8
CCTV16,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv16hd8m/8000000&Bst.m3u8
CCTV16HD4k,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv16hd4k/15000000&Bst.m3u8
CCTV17,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv17hd8m/8000000&Bst.m3u8
CCTV4K,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cctv4k/15000000&Bst.m3u8
CGTN,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=ottcctvnews/1300000&Bst.m3u8
CETV1,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=zgjy1t8m/8000000&Bst.m3u8
CETV2,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cetv2/2500000&Bst.m3u8
CETV4,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=zgjy4hd8m/8000000&Bst.m3u8
中国天气,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=zgqx/1300000&Bst.m3u8
北京卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=bjwshd8m/8000000&Bst.m3u8
东方卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dfwshd8m/8000000&Bst.m3u8
天津卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=tjwshd8m/8000000&Bst.m3u8
重庆卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cqws8m/8000000&Bst.m3u8
黑龙江卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hljwshd8m/8000000&Bst.m3u8
吉林卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jlwshd8m/8000000&Bst.m3u8
辽宁卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=lnwshd8m/8000000&Bst.m3u8
内蒙古卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=nmgws/1300000&Bst.m3u8
宁夏卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=nxws/1300000&Bst.m3u8
甘肃卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=gswshd8m/8000000&Bst.m3u8
青海卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=qhws/1300000&Bst.m3u8
陕西卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=sxws/1300000&Bst.m3u8
河北卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hbwshd8m/8000000&Bst.m3u8
山西卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=shanxiws/1300000&Bst.m3u8
山东卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=sdws8m/8000000&Bst.m3u8
安徽卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=ahwshd8m/8000000&Bst.m3u8
河南卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hnwshd8m/8000000&Bst.m3u8
湖北卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hubeiws8m/8000000&Bst.m3u8
湖南卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hunanwshd8m/8000000&Bst.m3u8
江西卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jxws8m/8000000&Bst.m3u8
江苏卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jswshd8m/8000000&Bst.m3u8
浙江卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=zjwshd8m/8000000&Bst.m3u8
东南卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dnwshd8m/8000000&Bst.m3u8
厦门卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=xmws/1300000&Bst.m3u8
海峡卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hxwshd4m/4000000&Bst.m3u8
广东卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=gdwshd8m/8000000&Bst.m3u8
深圳卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=szwshd8m/8000000&Bst.m3u8
广西卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=gxwshd8m/8000000&Bst.m3u8
云南卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=ynwshd8m/8000000&Bst.m3u8
贵州卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=gzwshd8m/8000000&Bst.m3u8
四川卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=scwshd/8000000&Bst.m3u8
康巴卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kbws/2500000&Bst.m3u8
新疆卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=xjws/1300000&Bst.m3u8
兵团卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=btws/1300000&Bst.m3u8
西藏卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=xzws/2500000&Bst.m3u8
西藏藏语卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=xzwszy/2500000&Bst.m3u8
海南卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hainanwshd8m/8000000&Bst.m3u8
三沙卫视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=sswshd8m/8000000&Bst.m3u8
北京纪实科教,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dajs8m/8000000&Bst.m3u8
卡酷少儿,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkse8m/8000000&Bst.m3u8
东方财经,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dfcjhd8m/8000000&Bst.m3u8
东方影视,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dfyshd8m/8000000&Bst.m3u8
东方购物,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dfgwsxhd8m/8000000&Bst.m3u8
第一财经,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dycjhd8m/8000000&Bst.m3u8
上海新闻综合,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=xwzhhd8m/8000000&Bst.m3u8
上海都市,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dshd8m/8000000&Bst.m3u8
上海纪实人文,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jspdhd/4000000&Bst.m3u8
上海ICS,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=icshd8m/8000000&Bst.m3u8
哈哈炫动,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hhxd8m/8000000&Bst.m3u8
五星体育,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=wxtyhd8m/8000000&Bst.m3u8
法治天地,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fztd8m/8000000&Bst.m3u8
欢笑剧场,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hxjc8m/8000000&Bst.m3u8
欢笑剧场4K,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hxjc4k/15000000&Bst.m3u8
都市剧场,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dsjc8m/8000000&Bst.m3u8
七彩戏剧,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=qcxjhd8m/8000000&Bst.m3u8
动漫秀场,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dmxc8m/8000000&Bst.m3u8
劲爆体育,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jbtyhd8m/8000000&Bst.m3u8
新视觉,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=sjhd8m/8000000&Bst.m3u8
游戏风云,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=yxfy8m/8000000&Bst.m3u8
生活时尚,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=shss8m/8000000&Bst.m3u8
金色学堂,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jingsepd8m/8000000&Bst.m3u8
乐游,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jshd8m/8000000&Bst.m3u8
魅力足球,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=mlyyhd8m/8000000&Bst.m3u8
上海教育,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=setvhd/8000000&Bst.m3u8
浦东电视台,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hhse/2500000&Bst.m3u8
足球频道,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=zqpd8m/8000000&Bst.m3u8
茶频道,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=pdhdavs8m/8000000&Bst.m3u8
快乐垂钓,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=klcd8m/8000000&Bst.m3u8
金鹰纪实,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jyjs8m/8000000&Bst.m3u8
金鹰卡通,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jykt/1300000&Bst.m3u8
财富天下,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=cftx/2500000&Bst.m3u8
福建综合,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjzhhd4m/4000000&Bst.m3u8
福建新闻,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjxwhd8m/8000000&Bst.m3u8
福建电视剧,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjdsjhd4m/4000000&Bst.m3u8
福建经济,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjjjshhd4m/4000000&Bst.m3u8
福建文体,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjtyhd4m/4000000&Bst.m3u8
福建少儿,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjsehd4m/4000000&Bst.m3u8
福建旅游,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjlyhd4m/4000000&Bst.m3u8
福建乡村振兴公共,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjgghd4m/4000000&Bst.m3u8
福建教育,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=fjjypdhd4m/4000000&Bst.m3u8
嘉佳卡通,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jjkt/1300000&Bst.m3u8
戏曲精选,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=xqjx8m/8000000&Bst.m3u8
热门综艺,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=rmzy8m/8000000&Bst.m3u8
超级体育,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=qcsj8m/8000000&Bst.m3u8
健康养生,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=jkys8m/8000000&Bst.m3u8
百变课堂,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=bbkt8m/8000000&Bst.m3u8
看天下精选,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=ktxjx8m/8000000&Bst.m3u8
华语影院,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=hyyy8m/8000000&Bst.m3u8
电竞天堂,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=djtt8m/8000000&Bst.m3u8
青春动漫,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=qcdm8m/8000000&Bst.m3u8
宝宝动画,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=bbdh8m/8000000&Bst.m3u8
星光影院,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=xgyy8m/8000000&Bst.m3u8
谍战剧场,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=dzjc8m/8000000&Bst.m3u8
全球大片,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=qqdp8m/8000000&Bst.m3u8
热门剧场,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=rmjc8m/8000000&Bst.m3u8
空中课堂一年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkyinj/1300000&Bst.m3u8
空中课堂二年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkernj/1300000&Bst.m3u8
空中课堂三年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kksannj/1300000&Bst.m3u8
空中课堂四年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kksinj/1300000&Bst.m3u8
空中课堂五年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkwunj/1300000&Bst.m3u8
空中课堂六年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkliunj/1300000&Bst.m3u8
空中课堂七年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkqinj/1300000&Bst.m3u8
空中课堂八年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkbanj/1300000&Bst.m3u8
空中课堂九年级,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkjiunj/1300000&Bst.m3u8
空中课堂高一,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkgaoyinj/1300000&Bst.m3u8
空中课堂高二,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkgaoernj/1300000&Bst.m3u8
空中课堂高三,http://cfss.cc/ds/bst/bst.php?cdn=live-gitv-nm-yh.189smarthome.com&vid=kkgaosannj/1300000&Bst.m3u8

百视TV1,https://bp-caster.bestv.com.cn/954/3/video.m3u8
百视TV2,https://bp-caster.bestv.com.cn/926/3/video.m3u8
百视TV3,https://bp-caster.bestv.com.cn/945/3/video.m3u8
百视TV4,https://bp-caster.bestv.com.cn/900/3/video.m3u8
百视TV5,https://bp-caster.bestv.com.cn/956/3/video.m3u8
百视TV6,https://bp-caster.bestv.com.cn/947/3/video.m3u8
百视TV7,https://bp-caster.bestv.com.cn/941/3/video.m3u8
百视TV8,https://bp-caster.bestv.com.cn/953/3/video.m3u8
百视TV9,https://bp-caster.bestv.com.cn/939/3/video.m3u8
百视TV10,https://bp-caster.bestv.com.cn/938/3/video.m3u8
百视TV11,https://bp-caster.bestv.com.cn/937/3/video.m3u8
百视TV12,https://bp-caster.bestv.com.cn/943/3/video.m3u8
百视TV13,https://bp-caster.bestv.com.cn/846/3/video.m3u8
百视TV14,https://bp-caster.bestv.com.cn/934/3/video.m3u8
百视独播1,https://bp-caster.bestv.com.cn/946/3/video.m3u8
百视独播2,https://bp-caster.bestv.com.cn/955/3/video.m3u8
百视独播3,https://bp-caster.bestv.com.cn/940/3/video.m3u8
百视独播4,https://bp-caster.bestv.com.cn/944/3/video.m3u8
百视独播5,https://bp-caster.bestv.com.cn/723/3/video.m3u8
百视直播,https://bp-caster.bestv.com.cn/936/3/video.m3u8
百视自制1,https://bp-caster.bestv.com.cn/818/3/video.m3u8
百视自制2,https://bp-caster.bestv.com.cn/942/3/video.m3u8


百视通1,http://39.134.32.102:6610/000000001000/5000000001000001116/1.m3u8?channel-id=bestzb&Contentid=5000000001000001116&livemode=1&stbId=3 
百视通2,http://39.134.32.102:6610/000000001000/5000000001000002898/1.m3u8?channel-id=bestzb&Contentid=5000000001000002898&livemode=1&stbId=3 
百视通3,http://39.134.32.102:6610/000000001000/5000000001000004876/1.m3u8?channel-id=bestzb&Contentid=5000000001000004876&livemode=1&stbId=3 
百视通4,http://39.134.32.102:6610/000000001000/5000000001000004953/1.m3u8?channel-id=bestzb&Contentid=5000000001000004953&livemode=1&stbId=3 
百视通5,http://39.134.32.102:6610/000000001000/5000000001000006777/1.m3u8?channel-id=bestzb&Contentid=5000000001000006777&livemode=1&stbId=3 
百视通6,http://39.134.32.102:6610/000000001000/5000000001000017342/1.m3u8?channel-id=bestzb&Contentid=5000000001000017342&livemode=1&stbId=3 
百视通7,http://39.134.32.102:6610/000000001000/5000000001000018009/1.m3u8?channel-id=bestzb&Contentid=5000000001000018009&livemode=1&stbId=3 
百视通8,http://39.134.32.102:6610/000000001000/5000000001000019233/1.m3u8?channel-id=bestzb&Contentid=5000000001000019233&livemode=1&stbId=3 
百视通9,http://39.134.32.102:6610/000000001000/5000000001000022620/1.m3u8?channel-id=bestzb&Contentid=5000000001000022620&livemode=1&stbId=3 
百视通10,http://39.134.32.102:6610/000000001000/5000000001000023256/1.m3u8?channel-id=bestzb&Contentid=5000000001000023256&livemode=1&stbId=3 
百视通11,http://39.134.32.102:6610/000000001000/5000000001000026930/1.m3u8?channel-id=bestzb&Contentid=5000000001000026930&livemode=1&stbId=3 
百视通12,http://39.134.32.102:6610/000000001000/2000000002000000032/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000032&livemode=1&stbId=3 
百视通13,http://39.134.32.102:6610/000000001000/2000000002000000034/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000034&livemode=1&stbId=3 
百视通14,http://39.134.32.102:6610/000000001000/2000000002000000036/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000036&livemode=1&stbId=3 
百视通15,http://39.134.32.102:6610/000000001000/2000000002000000038/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000038&livemode=1&stbId=3 
百视通16,http://39.134.32.102:6610/000000001000/2000000002000000040/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000040&livemode=1&stbId=3 
百视通17,http://39.134.32.102:6610/000000001000/2000000002000000042/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000042&livemode=1&stbId=3 
百视通18,http://39.134.32.102:6610/000000001000/2000000002000000044/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000044&livemode=1&stbId=3 
百视通19,http://39.134.32.102:6610/000000001000/2000000002000000045/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000045&livemode=1&stbId=3 
百视通20,http://39.134.32.102:6610/000000001000/2000000002000000046/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000046&livemode=1&stbId=3 
百视通21,http://39.134.32.102:6610/000000001000/2000000002000000047/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000047&livemode=1&stbId=3 
百视通22,http://39.134.32.102:6610/000000001000/2000000002000000048/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000048&livemode=1&stbId=3 
百视通23,http://39.134.32.102:6610/000000001000/2000000002000000050/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000050&livemode=1&stbId=3 
百视通24,http://39.134.32.102:6610/000000001000/2000000002000000052/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000052&livemode=1&stbId=3 
百视通25,http://39.134.32.102:6610/000000001000/2000000002000000024/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000024&livemode=1&stbId=3 
百视通26,http://39.134.32.102:6610/000000001000/2000000002000000025/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000025&livemode=1&stbId=3 
百视通27,http://39.134.32.102:6610/000000001000/2000000002000000026/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000026&livemode=1&stbId=3 
百视通28,http://39.134.32.102:6610/000000001000/2000000002000000027/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000027&livemode=1&stbId=3 
百视通29,http://39.134.32.102:6610/000000001000/2000000002000000028/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000028&livemode=1&stbId=3 
百视通30,http://39.134.32.102:6610/000000001000/2000000002000000029/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000029&livemode=1&stbId=3 
百视通31,http://39.134.32.102:6610/000000001000/2000000002000000030/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000030&livemode=1&stbId=3 
百视通32,http://39.134.32.102:6610/000000001000/2000000002000000031/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000031&livemode=1&stbId=3 
百视通33,http://39.134.32.102:6610/000000001000/2000000002000000033/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000033&livemode=1&stbId=3 
百视通34,http://39.134.32.102:6610/000000001000/2000000002000000035/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000035&livemode=1&stbId=3 
百视通35,http://39.134.32.102:6610/000000001000/2000000002000000037/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000037&livemode=1&stbId=3 
百视通36,http://39.134.32.102:6610/000000001000/2000000002000000039/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000039&livemode=1&stbId=3 
百视通37,http://39.134.32.102:6610/000000001000/2000000002000000041/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000041&livemode=1&stbId=3 
